day,name,address,city,codes,map
Sat  5:00 PM,Discussion,San Carlos Peninsula Fellowship	1133 Eaton Ave.,San Carlos,,
Sat  6:00 PM,Women’s Discussion,San Carlos Peninsula Fellowship	1133 Eaton Ave.,San Carlos,,
Sat  7:30 PM,Speaker/Discussion,Trinity Presbyterian Church	1106 Alameda de las Pulgas,San Carlos,,
Sat  7:30 PM,Big Book Study,Mills Health Center	100 S. San Mateo Dr.lower level in Saidy Room,San Carlos,,
Sun  10:00 AM,Growing Stronger,Friendship Hall	416 2nd Ave,San Carlos,,
Sun  7:00 AM,Sunday Serenity,S M Co. Gen. Hosp	39th & Edison. 2nd Fl. Edu Conf,San Mateo,,
Sun  2:00 PM,Morning Serenity,"Mills Hospital (Sadie Rm. In basement)	100 S. San Mateo Drive, Sadie Room",San Mateo,,
Sun  5:00 PM,Sunshine Group-Big Book Study,St. Andrew's Church	15th Ave. & El Camino,San Mateo,,
Sun  6:00 PM,Celebrate Being Alive (step Study),St. Andrew's Church	15th Ave. & El Camino,San Mateo,,
Sun  7:30 PM,Sun Sundowners,Trinity Baptist Church	39 E. 39th Avenue (enter on 38th),San Mateo,,
Sun  7:30 PM,Beginner's Mtg,Oscar's Casa	721 N. Amphlett- 271-1403,San Mateo,,
Sun  8:00 PM,The Indescribably Wonderful Mtg.,Friendship Hall	416 2nd Ave,San Mateo,,
Mon  7:00 AM,Vivendo En Sobriedad,Martin Luther King Ctr.	725 Monte Diablo,San Mateo,,
Mon  12:00 PM,Morning Serenity,1st Presby Church	25th & Hacienda (downstairs-courtyard),San Mateo,,
Mon  6:30 PM,Lunch Bunch,Hope Lutheran Church	42nd & The Alameda,San Mateo,,
Mon  7:30 PM,Monday Night Men's Aa ,Oscar's Casa	721 N. Amphlett- 271-1403,San Mateo,,
Mon  8:00 PM,Mid-Peninsula Womens Group,Friendship Hall 416 2nd Ave,San Mateo,,
Tue  7:00 AM,Vivendo En Sobriedad,"SM Co.General (Chope Hosp.)	""222 W. 39th Ave, 2nd Floor, Rm. 1""",San Mateo,,
Tue  7:00 PM,Morning Serenity,Crystal Springs Methodist Church	2145 Bunker Hill Dr.,San Mateo,,
Tue  7:30 PM,The New Tuesday Nite Beginners (75 Min.),Iglesia San Timoteo	1515 Dolan Ave,San Mateo,,
Tue  7:30 PM,Women's Bb & Step Study Group,Church of the Transfig	39th & The Alameda,San Mateo,,
Tue  7:30 PM,Esto Es Aa,"Mills Health Center  100 S. San Mateo Drive, Sadie Room",San Mateo,,
Tue  8:00 PM,Hillsdale Group,Oscar's Casa	721 N. Amphlett- 271-1403,San Mateo,,
Tue  8:00 PM,San Mateo Group. No 1,Friendship Hall	416 2nd Ave,San Mateo,,
Wed  7:00 AM,Vivendo En Sobriedad,Mills Hospital	100 San Mateo Drive (Sadie Thompson Room in basement),San Mateo,,
Wed  4:30 PM,Morning Serenity,Mills Health Center	100 S. San Mateo Dr.lower level in Saidy Room,San Mateo,,
Wed  8:00 PM,Restored To Sanity,Oscar's Casa	721 N. Amphlett- 271-1403,San Mateo,,
Wed  8:00 PM,Hillsborough Group,Friendship Hall	416 2nd Ave,San Mateo,,
Thu  7:00 AM,Vivendo En Sobriedad,Church of Christ	603 Monte Diablo,San Mateo,,
Thu  12:00 PM,Morning Serenity,Western Hills Church	3399 CSM Drive (New Location!),San Mateo,,
Thu  7:00 PM,Courage To Change,Iglesia San Timoteo	1515 Dolan Ave,San Mateo,,
Thu  7:30 PM,San Mateo -as Bill Sees It,Crystal Springs Methodist Church	2145 Bunker Hill Dr.,San Mateo,,
Thu  7:30 PM,Esto Es Aa,"Oscar's Casa 721 N. Amphlett, 271-1403",San Mateo,,
Thu  8:00 PM,Pen Yp Alcoholic Weekend Grp,Friendship Hall	416 2nd Ave,San Mateo,,
Fri  7:00 AM,Vivendo En Sobriedad,Meet at Starbucks	17th & El Camino,San Mateo,,
Fri  6:30 PM,Morning Serenity,Iglesia San Timoteo	1515 Dolan Ave,San Mateo,,
Fri  7:30 PM,Yp Traveling Meeting,Crystal Springs Methodist Church	2145 Bunker Hill Dr.,San Mateo,,
Fri  7:30 PM,Esto Es Aa,Hope Lutheran	42nd & The Alameda,San Mateo,,
Fri  7:30 PM,Highlanders,Oscar's Casa	721 N. Amphlett- 271-1403,San Mateo,,
Fri  8:00 PM,Fireside Group,S M Co. Gen. Hospital	39th & Edison-2nd fl,San Mateo,,
Sat  10:00 AM,Vivendo En Sobriedad,Friendship Hall	416 2nd Ave,San Mateo,,
Sat  7:00 AM,Eye Opener,Friendship Hall	416 2nd Ave.,San Mateo,,
Sat  1:00 PM,Morning Serenity,Mills Health Center	100 S. San Mateo Dr.lower level in Saidy Room,San Mateo,,
Sat  7:30 PM,Joy Of Living Group,Oscar's Casa	721 N. Amphlett- 271-1403,San Mateo,,
Sat  8:00 PM,Conscious Contact Group,	405 Grand Ave. Suite 205,San Mateo,,
Sun  12:00 PM,Vivendo En Sobriedad,	405 Grand Ave. Suite 205,San Mateo,,
Sun  8:00 PM,Grupo 29 De Mayo ,St. Elizabeth's	280 Country Club Dr.,South San Francisco,,
Mon  12:00 PM,Grupo 29 De Mayo ,	405 Grand Ave. Suite 205,South San Francisco,,
Mon  12:00 PM,South City Women's Discussion,St. Elizabeth's	280 Country Club Dr.,South San Francisco,,
Mon  7:30 PM,Grupo 29 De Mayo ,	405 Grand Ave. Suite 205,South San Francisco,,
Mon  8:00 PM,Keep It Simple Group,	405 Grand Ave. Suite 205,South San Francisco,,
Tue  12:00 PM,Grupo 29 De Mayo ,Good News Chapel	215 W. Orange Avenue,South San Francisco,,
Tue  7:00 PM,Grupo 29 De Mayo ,	405 Grand Ave. Suite 205,South San Francisco,,
Tue  8:00 PM,Stepping Stones Group,	405 Grand Ave. Suite 205,South San Francisco,,
Wed  12:00 PM,Grupo 29 De Mayo ,St. Elizabeth's	280 Country Club Dr.,South San Francisco,,
Wed  7:30 PM,Grupo 29 De Mayo ,	405 Grand Ave. Suite 205,South San Francisco,,
Wed  8:00 PM,Pathfinders Group,	405 Grand Ave. Suite 205,South San Francisco,,
Thu  12:00 PM,Grupo 29 De Mayo ,Oyster Point Yacht Club	Marina,South San Francisco,,
Thu  4:15 PM,Grupo 29 De Mayo ,St. Elizabeth's	280 Country Club Dr.,South San Francisco,,
Thu  6:30 PM,Oyster Point Discussion,	405 Grand Ave. Suite 205,South San Francisco,,
Thu  8:00 PM,Watch Your Step,Kaiser Hospital	1200 El Camino,South San Francisco,,
Thu  8:00 PM,Grupo 29 De Mayo ,	405 Grand Ave. Suite 205,South San Francisco,,
Fri  12:00 PM,Midway South Sf Group ,St. Elizabeth's	280 Country Club Dr.,South San Francisco,,
Fri  12:00 PM,Grupo 29 De Mayo ,	405 Grand Ave. Suite 205,South San Francisco,,
Fri  8:00 PM,Just Don't Drink,,South San Francisco,,
Fri  8:00 PM,Grupo 29 De Mayo ,Kaiser Hospital	1200 El Camino-2nd Fl,South San Francisco,,
Sat  12:00 PM,Friday Night Acceptance Group,	405 Grand Ave. Suite 205,South San Francisco,,
Sat  8:00 PM,Grupo 29 De Mayo ,	405 Grand Ave. Suite 205,South San Francisco,,
,Grupo 29 De Mayo ,,South San Francisco,,
